time,temperature_forecast,humidity_forecast,windspeed_forecast,sw_radiation_forecast,cloud_cover_forecast,precipitation_forecast,apparent_temperature_forecast
2023-02-01 00:00:00+00:00,5.3,75,16.4,0.0,0,0.0,1.0
2023-02-01 01:00:00+00:00,5.0,77,15.3,0.0,0,0.0,0.9
2023-02-01 02:00:00+00:00,4.9,77,16.8,0.0,0,0.0,0.6
2023-02-01 03:00:00+00:00,5.1,77,17.8,0.0,3,0.0,0.7
2023-02-01 04:00:00+00:00,5.2,79,18.3,0.0,33,0.0,0.7
2023-02-01 05:00:00+00:00,5.2,80,17.9,0.0,52,0.0,0.8
2023-02-01 06:00:00+00:00,5.4,79,17.9,0.0,1,0.0,1.0
2023-02-01 07:00:00+00:00,5.2,81,18.3,0.0,0,0.0,0.8
2023-02-01 08:00:00+00:00,5.1,82,18.4,3.0,0,0.0,0.7
2023-02-01 09:00:00+00:00,5.9,76,17.9,67.0,10,0.0,1.5
2023-02-01 10:00:00+00:00,6.9,74,19.6,176.0,9,0.0,2.3
2023-02-01 11:00:00+00:00,8.0,69,21.6,267.0,4,0.0,3.2
2023-02-01 12:00:00+00:00,8.8,66,22.1,319.0,83,0.0,4.0
2023-02-01 13:00:00+00:00,10.0,60,22.7,254.0,100,0.0,5.0
2023-02-01 14:00:00+00:00,9.8,62,19.7,104.0,100,0.0,5.3
2023-02-01 15:00:00+00:00,10.1,61,18.2,110.0,100,0.0,5.8
2023-02-01 16:00:00+00:00,9.8,64,18.8,65.0,99,0.0,5.5
2023-02-01 17:00:00+00:00,9.3,67,18.6,12.0,100,0.0,5.1
2023-02-01 18:00:00+00:00,8.9,70,18.9,0.0,100,0.0,4.7
2023-02-01 19:00:00+00:00,8.3,74,18.2,0.0,95,0.0,4.3
2023-02-01 20:00:00+00:00,7.8,77,16.9,0.0,100,0.0,4.0
2023-02-01 21:00:00+00:00,8.0,75,16.2,0.0,71,0.0,4.2
2023-02-01 22:00:00+00:00,8.0,77,16.8,0.0,79,0.0,4.2
2023-02-01 23:00:00+00:00,7.5,80,15.7,0.0,0,0.0,3.9
2023-02-02 00:00:00+00:00,7.5,77,14.8,0.0,0,0.0,3.9
2023-02-02 01:00:00+00:00,7.1,80,15.0,0.0,0,0.0,3.5
2023-02-02 02:00:00+00:00,6.5,85,13.6,0.0,2,0.0,3.2
2023-02-02 03:00:00+00:00,7.1,80,14.4,0.0,2,0.0,3.6
2023-02-02 04:00:00+00:00,6.7,85,13.7,0.0,4,0.0,3.4
2023-02-02 05:00:00+00:00,6.3,91,13.1,0.0,35,0.0,3.1
2023-02-02 06:00:00+00:00,6.4,91,13.2,0.0,74,0.0,3.2
2023-02-02 07:00:00+00:00,6.1,90,13.1,0.0,41,0.0,2.9
2023-02-02 08:00:00+00:00,6.0,92,13.2,3.0,43,0.0,2.8
2023-02-02 09:00:00+00:00,6.8,90,14.8,61.0,64,0.0,3.5
2023-02-02 10:00:00+00:00,7.9,87,21.1,125.0,93,0.0,3.8
2023-02-02 11:00:00+00:00,9.2,81,16.1,202.0,52,0.0,5.9
2023-02-02 12:00:00+00:00,10.5,74,15.2,238.0,84,0.0,7.3
2023-02-02 13:00:00+00:00,11.4,70,18.5,204.0,65,0.0,7.7
2023-02-02 14:00:00+00:00,11.7,68,18.0,99.0,100,0.0,8.1
2023-02-02 15:00:00+00:00,11.4,73,18.9,150.0,57,0.0,7.8
2023-02-02 16:00:00+00:00,10.8,76,17.4,90.0,83,0.0,7.5
2023-02-02 17:00:00+00:00,10.4,77,16.2,12.0,61,0.0,7.2
2023-02-02 18:00:00+00:00,10.1,75,16.7,0.0,100,0.0,6.6
2023-02-02 19:00:00+00:00,9.6,78,18.7,0.0,99,0.0,5.9
2023-02-02 20:00:00+00:00,9.2,79,18.4,0.0,73,0.0,5.5
2023-02-02 21:00:00+00:00,9.7,77,17.1,0.0,100,0.0,6.2
2023-02-02 22:00:00+00:00,9.5,80,17.9,0.0,100,0.0,5.9
2023-02-02 23:00:00+00:00,9.2,80,18.6,0.0,68,0.0,5.5
2023-02-03 00:00:00+00:00,9.1,80,18.2,0.0,100,0.0,5.4
2023-02-03 01:00:00+00:00,8.7,85,17.0,0.0,94,0.0,5.3
2023-02-03 02:00:00+00:00,8.7,85,14.9,0.0,62,0.0,5.6
2023-02-03 03:00:00+00:00,9.1,85,17.4,0.0,91,0.0,5.7
2023-02-03 04:00:00+00:00,9.2,86,18.4,0.0,77,0.0,5.8
2023-02-03 05:00:00+00:00,9.1,88,16.7,0.0,71,0.0,5.9
2023-02-03 06:00:00+00:00,9.4,86,16.8,0.0,59,0.0,6.3
2023-02-03 07:00:00+00:00,9.1,86,16.5,0.0,82,0.0,5.9
2023-02-03 08:00:00+00:00,8.8,88,17.1,4.0,40,0.0,5.6
2023-02-03 09:00:00+00:00,8.9,85,17.9,61.0,48,0.0,5.5
2023-02-03 10:00:00+00:00,9.5,83,14.5,160.0,55,0.0,6.6
2023-02-03 11:00:00+00:00,10.4,80,14.4,160.0,100,0.0,7.6
2023-02-03 12:00:00+00:00,11.7,73,16.5,139.0,96,0.0,8.5
2023-02-03 13:00:00+00:00,12.3,71,17.9,143.0,96,0.0,9.0
2023-02-03 14:00:00+00:00,12.5,71,16.9,135.0,100,0.0,9.4
2023-02-03 15:00:00+00:00,12.2,71,15.5,119.0,100,0.0,9.2
2023-02-03 16:00:00+00:00,11.9,71,11.9,63.0,100,0.0,9.3
2023-02-03 17:00:00+00:00,11.1,76,10.4,14.0,97,0.0,8.8
2023-02-03 18:00:00+00:00,10.4,75,10.9,0.0,99,0.0,7.9
2023-02-03 19:00:00+00:00,9.9,80,11.9,0.0,87,0.0,7.4
2023-02-03 20:00:00+00:00,9.6,83,10.2,0.0,100,0.0,7.4
2023-02-03 21:00:00+00:00,9.8,80,8.0,0.0,100,0.0,7.8
2023-02-03 22:00:00+00:00,9.3,84,8.7,0.0,81,0.0,7.2
2023-02-03 23:00:00+00:00,9.0,86,9.4,0.0,95,0.0,6.8
2023-02-04 00:00:00+00:00,8.8,86,8.4,0.0,65,0.0,6.8
2023-02-04 01:00:00+00:00,8.4,88,9.1,0.0,100,0.0,6.2
2023-02-04 02:00:00+00:00,8.3,89,8.3,0.0,100,0.0,6.2
2023-02-04 03:00:00+00:00,8.3,88,8.4,0.0,100,0.0,6.2
2023-02-04 04:00:00+00:00,8.0,92,7.3,0.0,100,0.0,6.2
2023-02-04 05:00:00+00:00,8.1,92,7.7,0.0,100,0.0,6.2
2023-02-04 06:00:00+00:00,8.3,90,8.0,0.0,100,0.0,6.3
2023-02-04 07:00:00+00:00,8.1,91,7.6,0.0,80,0.0,6.2
2023-02-04 08:00:00+00:00,8.0,91,7.0,2.0,100,0.0,6.1
2023-02-04 09:00:00+00:00,8.0,88,6.5,27.0,73,0.0,6.1
2023-02-04 10:00:00+00:00,8.5,85,10.1,114.0,100,0.0,6.1
2023-02-04 11:00:00+00:00,9.0,80,8.6,119.0,89,0.0,6.7
2023-02-04 12:00:00+00:00,9.9,75,10.5,243.0,57,0.0,7.3
2023-02-04 13:00:00+00:00,10.4,66,11.3,278.0,55,0.0,7.4
2023-02-04 14:00:00+00:00,10.4,58,9.0,203.0,47,0.0,7.4
2023-02-04 15:00:00+00:00,9.7,67,9.6,182.0,100,0.0,6.8
2023-02-04 16:00:00+00:00,9.3,65,8.1,47.0,78,0.0,6.6
2023-02-04 17:00:00+00:00,9.1,64,7.8,15.0,100,0.0,6.3
2023-02-04 18:00:00+00:00,8.7,69,5.1,0.0,100,0.0,6.4
2023-02-04 19:00:00+00:00,8.4,72,6.8,0.0,100,0.0,6.0
2023-02-04 20:00:00+00:00,8.3,76,7.9,0.0,100,0.0,5.8
2023-02-04 21:00:00+00:00,8.3,76,10.8,0.0,100,0.0,5.4
2023-02-04 22:00:00+00:00,8.1,80,9.3,0.0,100,0.0,5.5
2023-02-04 23:00:00+00:00,7.9,83,9.6,0.0,100,0.0,5.3
2023-02-05 00:00:00+00:00,7.9,82,11.3,0.0,100,0.0,5.1
2023-02-05 01:00:00+00:00,7.8,84,11.6,0.0,100,0.0,5.0
2023-02-05 02:00:00+00:00,8.0,84,10.3,0.0,77,0.0,5.4
2023-02-05 03:00:00+00:00,7.9,81,12.2,0.0,38,0.0,4.9
2023-02-05 04:00:00+00:00,7.0,72,15.7,0.0,23,0.0,3.0
2023-02-05 05:00:00+00:00,5.9,68,14.0,0.0,0,0.0,1.9
2023-02-05 06:00:00+00:00,5.0,72,12.1,0.0,77,0.0,1.2
2023-02-05 07:00:00+00:00,4.3,74,11.9,0.0,62,0.0,0.4
2023-02-05 08:00:00+00:00,3.7,76,10.9,5.0,24,0.0,-0.0
2023-02-05 09:00:00+00:00,3.6,75,9.2,78.0,40,0.0,0.1
2023-02-05 10:00:00+00:00,4.3,74,9.8,187.0,100,0.0,0.8
2023-02-05 11:00:00+00:00,5.3,72,8.6,234.0,100,0.0,2.1
2023-02-05 12:00:00+00:00,6.5,68,9.4,268.0,97,0.0,3.2
2023-02-05 13:00:00+00:00,7.3,63,9.6,325.0,100,0.0,3.9
2023-02-05 14:00:00+00:00,7.5,64,8.3,290.0,64,0.0,4.4
2023-02-05 15:00:00+00:00,7.7,61,8.8,226.0,60,0.0,4.4
2023-02-05 16:00:00+00:00,7.4,61,7.9,127.0,34,0.0,4.2
2023-02-05 17:00:00+00:00,6.6,66,6.5,24.0,100,0.0,3.7
2023-02-05 18:00:00+00:00,5.8,73,2.9,0.0,44,0.0,3.5
2023-02-05 19:00:00+00:00,5.0,79,3.1,0.0,35,0.0,2.7
2023-02-05 20:00:00+00:00,4.3,83,3.3,0.0,75,0.0,2.0
2023-02-05 21:00:00+00:00,3.8,87,2.5,0.0,47,0.0,1.7
2023-02-05 22:00:00+00:00,3.4,89,1.4,0.0,80,0.0,1.3
2023-02-05 23:00:00+00:00,3.2,89,2.6,0.0,97,0.0,1.0
2023-02-06 00:00:00+00:00,2.8,92,1.8,0.0,65,0.0,0.7
2023-02-06 01:00:00+00:00,2.6,92,1.9,0.0,67,0.0,0.5
2023-02-06 02:00:00+00:00,2.4,92,2.3,0.0,65,0.0,0.2
2023-02-06 03:00:00+00:00,2.4,91,1.1,0.0,96,0.0,0.3
2023-02-06 04:00:00+00:00,2.3,95,2.2,0.0,88,0.0,0.2
2023-02-06 05:00:00+00:00,0.1,100,2.1,0.0,100,0.0,-2.3
2023-02-06 06:00:00+00:00,-0.8,100,0.8,0.0,100,0.0,-3.2
2023-02-06 07:00:00+00:00,-0.5,100,2.6,0.0,100,0.0,-3.0
2023-02-06 08:00:00+00:00,-0.2,100,2.6,3.0,100,0.0,-2.7
2023-02-06 09:00:00+00:00,0.7,100,4.0,47.0,100,0.0,-1.9
2023-02-06 10:00:00+00:00,1.2,99,1.9,111.0,100,0.0,-1.0
2023-02-06 11:00:00+00:00,2.8,89,0.7,219.0,54,0.0,0.8
2023-02-06 12:00:00+00:00,5.7,74,1.1,347.0,63,0.0,3.6
2023-02-06 13:00:00+00:00,6.9,68,0.8,337.0,33,0.0,4.9
2023-02-06 14:00:00+00:00,7.5,65,3.7,278.0,64,0.0,5.0
2023-02-06 15:00:00+00:00,8.3,57,4.3,204.0,38,0.0,5.6
2023-02-06 16:00:00+00:00,8.3,49,4.2,131.0,32,0.0,5.3
2023-02-06 17:00:00+00:00,7.7,52,2.6,28.0,46,0.0,5.0
2023-02-06 18:00:00+00:00,6.0,64,3.1,0.0,0,0.0,3.4
2023-02-06 19:00:00+00:00,4.7,74,5.0,0.0,29,0.0,1.9
2023-02-06 20:00:00+00:00,4.0,82,4.6,0.0,60,0.0,1.4
2023-02-06 21:00:00+00:00,3.5,87,3.4,0.0,14,0.0,1.1
2023-02-06 22:00:00+00:00,2.9,91,4.0,0.0,0,0.0,0.5
2023-02-06 23:00:00+00:00,2.2,96,4.3,0.0,24,0.0,-0.2
2023-02-07 00:00:00+00:00,2.7,100,2.9,0.0,100,0.0,0.6
2023-02-07 01:00:00+00:00,2.6,100,2.7,0.0,100,0.0,0.5
2023-02-07 02:00:00+00:00,2.3,100,5.5,0.0,100,0.0,-0.3
2023-02-07 03:00:00+00:00,1.3,100,3.3,0.0,100,0.0,-1.1
2023-02-07 04:00:00+00:00,1.0,100,2.4,0.0,100,0.0,-1.3
2023-02-07 05:00:00+00:00,0.5,100,1.8,0.0,100,0.0,-1.8
2023-02-07 06:00:00+00:00,0.0,100,3.6,0.0,100,0.0,-2.6
2023-02-07 07:00:00+00:00,-0.1,100,2.8,0.0,100,0.0,-2.7
2023-02-07 08:00:00+00:00,-0.2,100,2.5,3.0,100,0.0,-2.7
2023-02-07 09:00:00+00:00,0.1,99,2.8,41.0,100,0.0,-2.5
2023-02-07 10:00:00+00:00,1.6,90,3.1,119.0,97,0.0,-1.0
2023-02-07 11:00:00+00:00,3.1,82,1.6,259.0,21,0.0,0.8
2023-02-07 12:00:00+00:00,4.7,79,1.0,357.0,37,0.0,2.7
2023-02-07 13:00:00+00:00,5.6,75,2.6,363.0,3,0.0,3.4
2023-02-07 14:00:00+00:00,6.2,72,3.4,333.0,0,0.0,3.8
2023-02-07 15:00:00+00:00,6.8,62,1.0,252.0,0,0.0,4.5
2023-02-07 16:00:00+00:00,6.7,62,2.2,142.0,0,0.0,4.2
2023-02-07 17:00:00+00:00,5.7,72,3.1,31.0,0,0.0,3.3
2023-02-07 18:00:00+00:00,4.5,82,3.4,0.0,0,0.0,2.2
2023-02-07 19:00:00+00:00,3.5,87,3.6,0.0,0,0.0,1.1
2023-02-07 20:00:00+00:00,2.5,91,3.8,0.0,0,0.0,0.1
2023-02-07 21:00:00+00:00,1.6,98,4.1,0.0,45,0.0,-0.9
2023-02-07 22:00:00+00:00,1.0,99,3.3,0.0,60,0.0,-1.4
2023-02-07 23:00:00+00:00,0.1,100,4.0,0.0,100,0.0,-2.5
2023-02-08 00:00:00+00:00,-1.0,100,1.3,0.0,100,0.0,-3.5
2023-02-08 01:00:00+00:00,-1.8,100,1.9,0.0,100,0.0,-4.5
2023-02-08 02:00:00+00:00,-1.7,100,2.3,0.0,100,0.0,-4.4
2023-02-08 03:00:00+00:00,-2.8,100,2.2,0.0,100,0.0,-5.7
2023-02-08 04:00:00+00:00,-3.2,100,0.8,0.0,100,0.0,-5.9
2023-02-08 05:00:00+00:00,-3.2,100,0.4,0.0,100,0.0,-5.8
2023-02-08 06:00:00+00:00,-2.1,100,2.9,0.0,100,0.0,-5.0
2023-02-08 07:00:00+00:00,-2.2,100,3.9,0.0,100,0.0,-5.2
2023-02-08 08:00:00+00:00,-2.4,100,2.9,5.0,100,0.0,-5.2
2023-02-08 09:00:00+00:00,-2.5,100,1.1,53.0,100,0.0,-5.2
2023-02-08 10:00:00+00:00,-2.2,100,0.8,128.0,100,0.0,-4.7
2023-02-08 11:00:00+00:00,-0.6,92,1.6,225.0,67,0.0,-3.2
2023-02-08 12:00:00+00:00,3.1,74,1.0,356.0,0,0.0,0.7
2023-02-08 13:00:00+00:00,5.5,62,5.4,379.0,0,0.0,2.4
2023-02-08 14:00:00+00:00,7.2,60,4.8,342.0,0,0.0,4.4
2023-02-08 15:00:00+00:00,7.8,66,8.9,261.0,61,0.0,4.7
2023-02-08 16:00:00+00:00,7.9,49,7.3,142.0,1,0.0,4.4
2023-02-08 17:00:00+00:00,6.5,59,5.5,34.0,0,0.0,3.5
2023-02-08 18:00:00+00:00,4.9,65,5.1,0.0,0,0.0,1.9
2023-02-08 19:00:00+00:00,3.7,73,5.5,0.0,0,0.0,0.7
2023-02-08 20:00:00+00:00,2.8,78,5.0,0.0,0,0.0,-0.1
2023-02-08 21:00:00+00:00,2.0,83,6.1,0.0,0,0.0,-1.1
2023-02-08 22:00:00+00:00,1.6,85,6.8,0.0,17,0.0,-1.6
2023-02-08 23:00:00+00:00,1.6,87,6.7,0.0,57,0.0,-1.6
2023-02-09 00:00:00+00:00,1.4,88,5.6,0.0,95,0.0,-1.6
2023-02-09 01:00:00+00:00,1.4,89,6.5,0.0,100,0.0,-1.7
2023-02-09 02:00:00+00:00,1.4,89,6.1,0.0,100,0.0,-1.7
2023-02-09 03:00:00+00:00,1.0,91,6.0,0.0,100,0.0,-2.1
2023-02-09 04:00:00+00:00,1.0,91,5.5,0.0,100,0.0,-2.0
2023-02-09 05:00:00+00:00,0.9,91,4.2,0.0,100,0.0,-1.9
2023-02-09 06:00:00+00:00,1.1,91,4.2,0.0,100,0.0,-1.6
2023-02-09 07:00:00+00:00,1.4,91,6.3,0.0,97,0.0,-1.6
2023-02-09 08:00:00+00:00,1.6,92,7.6,4.0,96,0.0,-1.5
2023-02-09 09:00:00+00:00,2.9,90,9.4,31.0,100,0.0,-0.4
2023-02-09 10:00:00+00:00,3.7,88,7.2,51.0,100,0.0,0.8
2023-02-09 11:00:00+00:00,4.7,85,6.5,105.0,100,0.0,2.0
2023-02-09 12:00:00+00:00,7.1,78,10.5,204.0,93,0.0,4.0
2023-02-09 13:00:00+00:00,8.6,69,7.0,268.0,94,0.0,6.0
2023-02-09 14:00:00+00:00,9.3,63,7.2,302.0,98,0.0,6.6
2023-02-09 15:00:00+00:00,9.4,52,9.0,256.0,44,0.0,6.0
2023-02-09 16:00:00+00:00,8.9,47,6.5,152.0,30,0.0,5.6
2023-02-09 17:00:00+00:00,7.3,52,5.0,38.0,11,0.0,4.2
2023-02-09 18:00:00+00:00,6.1,63,2.8,0.0,0,0.0,3.5
2023-02-09 19:00:00+00:00,4.7,67,4.1,0.0,0,0.0,1.9
2023-02-09 20:00:00+00:00,4.1,67,3.0,0.0,2,0.0,1.3
2023-02-09 21:00:00+00:00,3.8,73,3.7,0.0,73,0.0,1.1
2023-02-09 22:00:00+00:00,3.6,72,4.0,0.0,71,0.0,0.7
2023-02-09 23:00:00+00:00,3.2,74,3.9,0.0,67,0.0,0.4
2023-02-10 00:00:00+00:00,2.2,84,3.9,0.0,38,0.0,-0.5
2023-02-10 01:00:00+00:00,1.6,87,4.6,0.0,7,0.0,-1.2
2023-02-10 02:00:00+00:00,1.3,88,4.7,0.0,6,0.0,-1.6
2023-02-10 03:00:00+00:00,0.9,89,4.6,0.0,34,0.0,-1.9
2023-02-10 04:00:00+00:00,0.7,87,4.5,0.0,39,0.0,-2.2
2023-02-10 05:00:00+00:00,0.6,85,4.5,0.0,15,0.0,-2.4
2023-02-10 06:00:00+00:00,0.3,88,3.9,0.0,17,0.0,-2.6
2023-02-10 07:00:00+00:00,-0.0,90,4.5,0.0,12,0.0,-3.0
2023-02-10 08:00:00+00:00,-0.0,91,4.2,9.0,24,0.0,-2.9
2023-02-10 09:00:00+00:00,1.1,88,4.7,96.0,12,0.0,-1.8
2023-02-10 10:00:00+00:00,2.7,80,4.7,203.0,97,0.0,-0.1
2023-02-10 11:00:00+00:00,4.4,72,7.8,273.0,100,0.0,1.1
2023-02-10 12:00:00+00:00,7.5,56,11.7,302.0,0,0.0,3.5
2023-02-10 13:00:00+00:00,8.4,55,11.8,382.0,3,0.0,4.6
2023-02-10 14:00:00+00:00,9.3,53,11.4,329.0,100,0.0,5.5
2023-02-10 15:00:00+00:00,9.2,44,12.7,172.0,100,0.0,4.9
2023-02-10 16:00:00+00:00,8.4,49,11.4,111.0,100,0.0,4.4
2023-02-10 17:00:00+00:00,7.7,61,9.3,27.0,100,0.0,4.4
2023-02-10 18:00:00+00:00,7.3,73,9.7,0.0,100,0.0,4.2
2023-02-10 19:00:00+00:00,7.3,75,10.7,0.0,100,0.2,4.1
2023-02-10 20:00:00+00:00,7.3,77,11.6,0.0,87,0.0,4.1
2023-02-10 21:00:00+00:00,7.4,79,11.8,0.0,100,0.0,4.3
2023-02-10 22:00:00+00:00,7.6,84,11.7,0.0,100,0.0,4.7
2023-02-10 23:00:00+00:00,7.7,86,10.0,0.0,94,0.0,5.1
2023-02-11 00:00:00+00:00,7.6,88,9.3,0.0,88,0.0,5.2
2023-02-11 01:00:00+00:00,7.6,92,10.7,0.0,89,0.0,5.1
2023-02-11 02:00:00+00:00,7.3,95,9.1,0.0,58,0.0,5.1
2023-02-11 03:00:00+00:00,6.9,96,9.8,0.0,74,0.0,4.6
2023-02-11 04:00:00+00:00,7.0,96,10.1,0.0,100,0.0,4.6
2023-02-11 05:00:00+00:00,7.0,96,9.7,0.0,95,0.0,4.7
2023-02-11 06:00:00+00:00,7.1,97,9.4,0.0,96,0.0,4.9
2023-02-11 07:00:00+00:00,7.0,97,10.0,0.0,95,0.0,4.7
2023-02-11 08:00:00+00:00,7.1,97,7.9,5.0,100,0.0,5.2
2023-02-11 09:00:00+00:00,7.8,93,8.0,39.0,96,0.0,5.9
2023-02-11 10:00:00+00:00,8.7,88,10.1,95.0,100,0.0,6.5
2023-02-11 11:00:00+00:00,9.7,82,7.6,157.0,100,0.0,7.8
2023-02-11 12:00:00+00:00,10.5,71,7.2,193.0,73,0.0,8.4
2023-02-11 13:00:00+00:00,11.2,65,8.7,229.0,100,0.0,8.7
2023-02-11 14:00:00+00:00,11.3,66,8.1,137.0,100,0.0,8.9
2023-02-11 15:00:00+00:00,10.6,67,6.3,152.0,57,0.0,8.4
2023-02-11 16:00:00+00:00,10.4,66,4.1,123.0,48,0.0,8.4
2023-02-11 17:00:00+00:00,9.3,73,3.2,37.0,63,0.0,7.6
2023-02-11 18:00:00+00:00,8.8,74,3.1,0.0,70,0.0,7.1
2023-02-11 19:00:00+00:00,7.9,77,2.9,0.0,55,0.0,6.1
2023-02-11 20:00:00+00:00,7.0,80,3.3,0.0,55,0.0,5.0
2023-02-11 21:00:00+00:00,7.2,79,2.6,0.0,94,0.0,5.3
2023-02-11 22:00:00+00:00,6.8,81,2.5,0.0,99,0.0,5.0
2023-02-11 23:00:00+00:00,6.5,84,2.1,0.0,100,0.0,4.8
2023-02-12 00:00:00+00:00,7.6,78,2.3,0.0,100,0.0,5.9
2023-02-12 01:00:00+00:00,7.4,79,3.1,0.0,100,0.0,5.5
2023-02-12 02:00:00+00:00,7.1,81,2.3,0.0,100,0.0,5.4
2023-02-12 03:00:00+00:00,7.3,81,2.2,0.0,100,0.0,5.6
2023-02-12 04:00:00+00:00,6.9,85,2.5,0.0,100,0.0,5.2
2023-02-12 05:00:00+00:00,6.7,87,2.9,0.0,100,0.0,5.0
2023-02-12 06:00:00+00:00,6.8,87,2.9,0.0,100,0.0,5.2
2023-02-12 07:00:00+00:00,6.7,88,2.9,0.0,100,0.0,5.0
2023-02-12 08:00:00+00:00,6.7,89,3.2,4.0,100,0.0,5.0
2023-02-12 09:00:00+00:00,7.1,88,3.0,45.0,100,0.0,5.6
2023-02-12 10:00:00+00:00,7.7,84,2.5,92.0,100,0.0,6.2
2023-02-12 11:00:00+00:00,8.3,80,3.6,125.0,85,0.0,6.6
2023-02-12 12:00:00+00:00,9.2,68,5.8,174.0,94,0.0,6.8
2023-02-12 13:00:00+00:00,9.5,69,7.4,142.0,100,0.0,7.1
2023-02-12 14:00:00+00:00,8.9,73,6.1,67.0,100,0.0,6.6
2023-02-12 15:00:00+00:00,8.7,77,6.3,92.0,100,0.0,6.5
2023-02-12 16:00:00+00:00,8.4,74,5.1,50.0,98,0.0,6.2
2023-02-12 17:00:00+00:00,8.1,82,4.6,22.0,100,0.0,6.3
2023-02-12 18:00:00+00:00,7.9,83,6.5,0.0,100,0.0,5.8
2023-02-12 19:00:00+00:00,7.4,87,6.6,0.0,100,0.0,5.3
2023-02-12 20:00:00+00:00,6.9,91,6.5,0.0,95,0.0,4.8
2023-02-12 21:00:00+00:00,7.0,90,6.9,0.0,89,0.0,4.9
2023-02-12 22:00:00+00:00,6.3,92,7.3,0.0,85,0.0,4.1
2023-02-12 23:00:00+00:00,6.0,87,6.6,0.0,66,0.0,3.6
2023-02-13 00:00:00+00:00,6.0,84,6.9,0.0,56,0.0,3.5
2023-02-13 01:00:00+00:00,5.4,84,4.8,0.0,40,0.0,3.1
2023-02-13 02:00:00+00:00,4.6,88,3.7,0.0,3,0.0,2.4
2023-02-13 03:00:00+00:00,4.1,88,4.2,0.0,2,0.0,1.8
2023-02-13 04:00:00+00:00,3.6,89,3.6,0.0,4,0.0,1.3
2023-02-13 05:00:00+00:00,3.2,91,4.0,0.0,0,0.0,0.8
2023-02-13 06:00:00+00:00,2.7,92,3.7,0.0,7,0.0,0.3
2023-02-13 07:00:00+00:00,2.3,93,3.9,0.0,4,0.0,-0.2
2023-02-13 08:00:00+00:00,2.2,93,3.9,14.0,2,0.0,-0.3
2023-02-13 09:00:00+00:00,3.2,90,4.2,110.0,0,0.0,0.7
2023-02-13 10:00:00+00:00,5.0,84,5.5,230.0,0,0.0,2.5
2023-02-13 11:00:00+00:00,6.9,81,7.4,327.0,47,0.0,4.4
2023-02-13 12:00:00+00:00,9.1,74,6.8,361.0,24,0.0,6.8
2023-02-13 13:00:00+00:00,10.1,70,7.2,394.0,29,0.0,7.8
2023-02-13 14:00:00+00:00,10.7,69,7.4,363.0,7,0.0,8.5
2023-02-13 15:00:00+00:00,11.8,64,7.9,275.0,0,0.0,9.5
2023-02-13 16:00:00+00:00,11.5,67,7.0,171.0,7,0.0,9.4
2023-02-13 17:00:00+00:00,10.3,74,6.9,50.0,0,0.0,8.3
2023-02-13 18:00:00+00:00,8.5,79,7.4,0.0,0,0.0,6.3
2023-02-13 19:00:00+00:00,7.3,82,6.9,0.0,0,0.0,5.0
2023-02-13 20:00:00+00:00,6.3,83,5.6,0.0,0,0.0,4.0
2023-02-13 21:00:00+00:00,5.2,86,3.6,0.0,0,0.0,3.1
2023-02-13 22:00:00+00:00,4.6,88,3.5,0.0,0,0.0,2.5
2023-02-13 23:00:00+00:00,3.7,91,4.0,0.0,0,0.0,1.4
2023-02-14 00:00:00+00:00,3.0,96,3.7,0.0,0,0.0,0.7
2023-02-14 01:00:00+00:00,2.6,97,2.9,0.0,36,0.0,0.4
2023-02-14 02:00:00+00:00,2.2,100,2.9,0.0,80,0.0,0.1
2023-02-14 03:00:00+00:00,-1.2,100,2.1,0.0,100,0.0,-3.8
2023-02-14 04:00:00+00:00,-1.8,100,1.5,0.0,100,0.0,-4.4
2023-02-14 05:00:00+00:00,-2.5,100,1.5,0.0,100,0.0,-5.2
2023-02-14 06:00:00+00:00,-2.9,100,1.9,0.0,100,0.0,-5.7
2023-02-14 07:00:00+00:00,-2.2,100,2.3,0.0,100,0.0,-4.9
2023-02-14 08:00:00+00:00,-1.0,100,2.7,10.0,100,0.0,-3.7
2023-02-14 09:00:00+00:00,-1.4,100,0.8,64.0,100,0.0,-3.9
2023-02-14 10:00:00+00:00,-0.2,100,0.8,130.0,100,0.0,-2.5
2023-02-14 11:00:00+00:00,2.2,91,0.8,219.0,79,0.0,0.1
2023-02-14 12:00:00+00:00,6.4,84,1.9,309.0,63,0.0,4.7
2023-02-14 13:00:00+00:00,8.3,78,2.3,385.0,0,0.0,6.7
2023-02-14 14:00:00+00:00,9.8,73,2.9,369.0,0,0.0,8.2
2023-02-14 15:00:00+00:00,10.5,67,2.0,289.0,0,0.0,9.0
2023-02-14 16:00:00+00:00,10.6,68,3.4,175.0,100,0.0,8.9
2023-02-14 17:00:00+00:00,9.5,78,3.3,52.0,100,0.0,8.0
2023-02-14 18:00:00+00:00,8.0,81,3.4,0.0,0,0.0,6.3
2023-02-14 19:00:00+00:00,6.8,89,4.5,0.0,8,0.0,4.9
2023-02-14 20:00:00+00:00,5.7,94,4.6,0.0,99,0.0,3.8
2023-02-14 21:00:00+00:00,4.4,98,4.0,0.0,100,0.0,2.5
2023-02-14 22:00:00+00:00,3.6,98,4.1,0.0,100,0.0,1.5
2023-02-14 23:00:00+00:00,3.3,95,4.5,0.0,100,0.0,0.9
2023-02-15 00:00:00+00:00,2.5,96,4.1,0.0,35,0.0,0.1
